lab4.cpp
lab4.err
lab4.out
lab4.sh
t v x
x=0.5
5.056 -0.265278 0.0914157
5.058 -0.281745 0.0908852
5.06 -0.298161 0.0903217
5.062 -0.314523 0.0897254
5.064 -0.330826 0.0890963
5.066 -0.347067 0.0884347
5.068 -0.363243 0.0877405
5.07 -0.37935 0.0870141
5.072 -0.395383 0.0862554
5.074 -0.411338 0.0854646
5.076 -0.427212 0.0846419
5.078 -0.443 0.0837875
5.08 -0.458697 0.0829015
5.082 -0.474299 0.0819841
5.084 -0.4898 0.0810355
5.086 -0.505197 0.0800559
5.088 -0.520483 0.0790455
5.09 -0.535655 0.0780045
5.092 -0.550705 0.0769332
5.094 -0.565629 0.0758318
5.096 -0.580421 0.0747006
5.098 -0.595075 0.0735397
5.1 -0.609584 0.0723496
5.102 -0.623943 0.0711304
5.104 -0.638145 0.0698825
5.106 -0.652184 0.0686062
5.108 -0.666051 0.0673019
5.11 -0.679741 0.0659698
5.112 -0.693245 0.0646103
5.114 -0.706557 0.0632238
5.116 -0.719668 0.0618107
5.118 -0.732571 0.0603713
5.12 -0.745257 0.0589062
5.122 -0.757718 0.0574157
5.124 -0.769945 0.0559002
5.126 -0.78193 0.0543603
5.128 -0.793663 0.0527965
5.13 -0.805135 0.0512092
5.132 -0.816336 0.0495989
5.134 -0.827258 0.0479662
5.136 -0.837888 0.0463117
5.138 -0.848219 0.0446359
5.14 -0.858239 0.0429395
5.142 -0.867937 0.041223
5.144 -0.877303 0.0394871
5.146 -0.886326 0.0377325
5.148 -0.894995 0.0359599
5.15 -0.903298 0.0341699
5.152 -0.911225 0.0323633
5.154 -0.918762 0.0305408
5.156 -0.9259 0.0287033
5.158 -0.932625 0.0268515
5.16 -0.938926 0.0249863
5.162 -0.944791 0.0231084
5.164 -0.950207 0.0212188
5.166 -0.955163 0.0193184
5.168 -0.959646 0.0174081
5.17 -0.963644 0.0154888
5.172 -0.967144 0.0135615
5.174 -0.970136 0.0116272
5.176 -0.972606 0.00968696
5.178 -0.974542 0.00774175
5.18 -0.975933 0.00579266
5.182 -0.976766 0.0038408
5.184 -0.977031 0.00188727
5.186 -0.976716 -6.67974e-05
5.188 -0.97581 -0.00202023
5.19 -0.974301 -0.00397185
5.192 -0.97218 -0.00592045
5.194 -0.969436 -0.00786481
5.196 -0.96606 -0.00980368
5.198 -0.962042 -0.0117358
5.2 -0.957373 -0.0136599
5.202 -0.952045 -0.0155746
5.204 -0.94605 -0.0174787
5.206 -0.939381 -0.0193708
5.208 -0.932031 -0.0212496
5.21 -0.923995 -0.0231136
5.212 -0.915266 -0.0249616
5.214 -0.905842 -0.0267922
5.216 -0.895717 -0.0286039
5.218 -0.88489 -0.0303953
5.22 -0.873358 -0.0321651
5.222 -0.861121 -0.0339118
5.224 -0.848177 -0.035634
5.226 -0.834529 -0.0373304
5.228 -0.820177 -0.0389994
5.23 -0.805125 -0.0406398
5.232 -0.789377 -0.04225
5.234 -0.772938 -0.0438288
5.236 -0.755814 -0.0453747
5.238 -0.738012 -0.0468863
5.24 -0.719542 -0.0483623
5.242 -0.700412 -0.0498014
5.244 -0.680633 -0.0512022
5.246 -0.660218 -0.0525635
5.248 -0.639179 -0.0538839
5.25 -0.617531 -0.0551623
5.252 -0.59529 -0.0563973
5.254 -0.572472 -0.0575879
5.256 -0.549095 -0.0587329
5.258 -0.525178 -0.0598311
5.26 -0.500742 -0.0608814
5.262 -0.475807 -0.0618829
5.264 -0.450396 -0.0628345
5.266 -0.424532 -0.0637353
5.268 -0.398239 -0.0645844
5.27 -0.371543 -0.0653808
5.272 -0.34447 -0.0661239
5.274 -0.317046 -0.0668129
5.276 -0.2893 -0.067447
5.278 -0.26126 -0.0680256
5.28 -0.232955 -0.0685481
5.282 -0.204415 -0.069014
5.284 -0.17567 -0.0694228
5.286 -0.14675 -0.0697742
5.288 -0.117688 -0.0700677
5.29 -0.088515 -0.070303
5.292 -0.0592618 -0.0704801
5.294 -0.0299608 -0.0705986
5.296 -0.000643995 -0.0706585
5.298 0.0286566 -0.0706598
5.3 0.057909 -0.0706025
5.302 0.0870814 -0.0704867
5.304 0.116142 -0.0703125
5.306 0.14506 -0.0700802
5.308 0.173804 -0.0697901
5.31 0.202343 -0.0694425
5.312 0.230648 -0.0690378
5.314 0.258689 -0.0685765
5.316 0.286437 -0.0680591
5.318 0.313864 -0.0674863
5.32 0.340942 -0.0668585
5.322 0.367646 -0.0661767
5.324 0.393949 -0.0654414
5.326 0.419826 -0.0646535
5.328 0.445254 -0.0638138
5.33 0.47021 -0.0629233
5.332 0.494671 -0.0619829
5.334 0.518618 -0.0609935
5.336 0.542029 -0.0599563
5.338 0.564888 -0.0588722
5.34 0.587176 -0.0577425
5.342 0.608877 -0.0565681
5.344 0.629976 -0.0553504
5.346 0.650458 -0.0540904
5.348 0.670312 -0.0527895
5.35 0.689525 -0.0514489
5.352 0.708087 -0.0500698
5.354 0.725989 -0.0486536
5.356 0.743222 -0.0472017
5.358 0.75978 -0.0457152
5.36 0.775655 -0.0441957
5.362 0.790845 -0.0426444
5.364 0.805344 -0.0410627
5.366 0.81915 -0.039452
5.368 0.832261 -0.0378137
5.37 0.844676 -0.0361492
5.372 0.856396 -0.0344598
5.374 0.867422 -0.032747
5.376 0.877755 -0.0310122
5.378 0.887399 -0.0292567
5.38 0.896357 -0.0274819
5.382 0.904633 -0.0256891
5.384 0.912233 -0.0238799
5.386 0.919162 -0.0220554
5.388 0.925426 -0.0202171
5.39 0.931034 -0.0183662
5.392 0.935991 -0.0165042
5.394 0.940308 -0.0146322
5.396 0.943991 -0.0127516
5.398 0.94705 -0.0108636
5.4 0.949496 -0.00896949
5.402 0.951337 -0.0070705
5.404 0.952583 -0.00516782
5.406 0.953246 -0.00326266
5.408 0.953336 -0.00135616
5.41 0.952864 0.000550507
5.412 0.951842 0.00245624
5.414 0.95028 0.00435992
5.416 0.948191 0.00626048
5.418 0.945586 0.00815686
5.42 0.942477 0.010048
5.422 0.938875 0.011933
5.424 0.934792 0.0138107
5.426 0.930241 0.0156803
5.428 0.925234 0.0175408
5.43 0.919781 0.0193913
5.432 0.913895 0.0212308
5.434 0.907588 0.0230586
5.436 0.900871 0.0248738
5.438 0.893756 0.0266755
5.44 0.886254 0.0284631
5.442 0.878377 0.0302356
5.444 0.870135 0.0319923
5.446 0.86154 0.0337326
5.448 0.852603 0.0354557
5.45 0.843334 0.0371609
5.452 0.833745 0.0388475
5.454 0.823844 0.040515
5.456 0.813643 0.0421627
5.458 0.803151 0.04379
5.46 0.792378 0.0453963
5.462 0.781334 0.0469811
5.464 0.770027 0.0485437
5.466 0.758468 0.0500838
5.468 0.746666 0.0516007
5.47 0.734628 0.0530941
5.472 0.722363 0.0545633
5.474 0.70988 0.056008
5.476 0.697187 0.0574278
5.478 0.684291 0.0588222
5.48 0.671201 0.0601907
5.482 0.657924 0.0615331
5.484 0.644466 0.062849
5.486 0.630836 0.0641379
5.488 0.61704 0.0653996
5.49 0.603085 0.0666337
5.492 0.588977 0.0678399
5.494 0.574723 0.0690178
5.496 0.560328 0.0701673
5.498 0.5458 0.0712879
5.5 0.531142 0.0723795
5.502 0.516362 0.0734418
5.504 0.501464 0.0744745
5.506 0.486454 0.0754774
5.508 0.471337 0.0764504
5.51 0.456118 0.077393
5.512 0.440802 0.0783053
5.514 0.425393 0.0791869
5.516 0.409897 0.0800377
5.518 0.394317 0.0808574
5.52 0.378657 0.0816461
5.522 0.362923 0.0824034
5.524 0.347118 0.0831292
5.526 0.331246 0.0838235
5.528 0.315311 0.084486
5.53 0.299317 0.0851166
5.532 0.283268 0.0857152
5.534 0.267166 0.0862818
5.536 0.251016 0.0868161
5.538 0.234821 0.0873181
5.54 0.218584 0.0877878
5.542 0.202309 0.0882249
5.544 0.185999 0.0886296
5.546 0.169657 0.0890016
5.548 0.153286 0.0893409
5.55 0.136889 0.0896474
5.552 0.12047 0.0899212
5.554 0.104031 0.0901622
5.556 0.0875753 0.0903702
5.558 0.0711058 0.0905454
5.56 0.0546253 0.0906876
5.562 0.038137 0.0907968
5.564 0.0216434 0.0908731
5.566 0.00514769 0.0909164
5.568 -0.0113474 0.0909267
5.57 -0.0278391 0.090904
5.572 -0.0443243 0.0908483
5.574 -0.0608003 0.0907597
5.576 -0.0772642 0.0906381
5.578 -0.0937129 0.0904835
5.58 -0.110144 0.0902961
5.582 -0.126553 0.0900758
5.584 -0.142939 0.0898227
5.586 -0.159298 0.0895368
5.588 -0.175627 0.0892182
5.59 -0.191922 0.088867
5.592 -0.208181 0.0884831
5.594 -0.2244 0.0880668
5.596 -0.240576 0.087618
5.598 -0.256706 0.0871368
5.6 -0.272785 0.0866234
5.602 -0.288812 0.0860779
5.604 -0.304781 0.0855002
5.606 -0.32069 0.0848907
5.608 -0.336534 0.0842493
5.61 -0.352309 0.0835762
5.612 -0.368012 0.0828716
5.614 -0.383639 0.0821356
5.616 -0.399185 0.0813683
5.618 -0.414645 0.0805699
5.62 -0.430016 0.0797406
5.622 -0.445293 0.0788806
5.624 -0.460471 0.07799
5.626 -0.475544 0.0770691
5.628 -0.49051 0.076118
5.63 -0.505361 0.075137
5.632 -0.520092 0.0741262
5.634 -0.534699 0.0730861
5.636 -0.549176 0.0720167
5.638 -0.563516 0.0709183
5.64 -0.577714 0.0697913
5.642 -0.591763 0.0686359
5.644 -0.605658 0.0674523
5.646 -0.619392 0.066241
5.648 -0.632957 0.0650022
5.65 -0.646348 0.0637363
5.652 -0.659557 0.0624436
5.654 -0.672577 0.0611245
5.656 -0.6854 0.0597794
5.658 -0.698019 0.0584086
5.66 -0.710426 0.0570125
5.662 -0.722612 0.0555917
5.664 -0.73457 0.0541464
5.666 -0.746291 0.0526773
5.668 -0.757767 0.0511847
5.67 -0.768988 0.0496692
5.672 -0.779945 0.0481312
5.674 -0.79063 0.0465713
5.676 -0.801032 0.0449901
5.678 -0.811142 0.043388
5.68 -0.820951 0.0417657
5.682 -0.830448 0.0401238
5.684 -0.839623 0.0384629
5.686 -0.848465 0.0367837
5.688 -0.856965 0.0350867
5.69 -0.865111 0.0333728
5.692 -0.872893 0.0316426
5.694 -0.8803 0.0298968
5.696 -0.887321 0.0281362
5.698 -0.893944 0.0263616
5.7 -0.900159 0.0245737
5.702 -0.905954 0.0227733
5.704 -0.911318 0.0209614
5.706 -0.916239 0.0191388
5.708 -0.920706 0.0173063
5.71 -0.924707 0.0154649
5.712 -0.928232 0.0136155
5.714 -0.931268 0.011759
5.716 -0.933805 0.0098965
5.718 -0.935831 0.00802889
5.72 -0.937335 0.00615723
5.722 -0.938306 0.00428256
5.724 -0.938734 0.00240595
5.726 -0.938608 0.000528479
5.728 -0.937917 -0.00134874
5.73 -0.936652 -0.00322457
5.732 -0.934803 -0.00509788
5.734 -0.93236 -0.00696748
5.736 -0.929314 -0.0088322
5.738 -0.925657 -0.0106908
5.74 -0.92138 -0.0125421
5.742 -0.916476 -0.0143849
5.744 -0.910938 -0.0162179
5.746 -0.904758 -0.0180397
5.748 -0.897931 -0.0198492
5.75 -0.890451 -0.0216451
5.752 -0.882313 -0.023426
5.754 -0.873513 -0.0251906
5.756 -0.864049 -0.0269377
5.758 -0.853916 -0.0286658
5.76 -0.843114 -0.0303736
5.762 -0.831641 -0.0320598
5.764 -0.819498 -0.0337231
5.766 -0.806684 -0.0353621
5.768 -0.793202 -0.0369755
5.77 -0.779055 -0.0385619
5.772 -0.764246 -0.04012
5.774 -0.748779 -0.0416485
5.776 -0.732661 -0.043146
5.778 -0.715898 -0.0446114
5.78 -0.698498 -0.0460432
5.782 -0.68047 -0.0474401
5.784 -0.661823 -0.0488011
5.786 -0.642569 -0.0501247
5.788 -0.62272 -0.0514099
5.79 -0.602288 -0.0526553
5.792 -0.581289 -0.0538599
5.794 -0.559738 -0.0550225
5.796 -0.537651 -0.0561419
5.798 -0.515046 -0.0572172
5.8 -0.491941 -0.0582473
5.802 -0.468355 -0.0592312
5.804 -0.44431 -0.0601679
5.806 -0.419827 -0.0610565
5.808 -0.394927 -0.0618962
5.81 -0.369636 -0.0626861
5.812 -0.343976 -0.0634253
5.814 -0.317972 -0.0641133
5.816 -0.291651 -0.0647492
5.818 -0.265038 -0.0653325
5.82 -0.238161 -0.0658626
5.822 -0.211047 -0.0663389
5.824 -0.183725 -0.066761
5.826 -0.156223 -0.0671285
5.828 -0.128569 -0.0674409
5.83 -0.100794 -0.067698
5.832 -0.0729267 -0.0678996
5.834 -0.0449971 -0.0680455
5.836 -0.0170352 -0.0681355
5.838 0.0109292 -0.0681696
5.84 0.038866 -0.0681477
5.842 0.0667454 -0.06807
5.844 0.0945376 -0.0679365
5.846 0.122213 -0.0677474
5.848 0.149743 -0.067503
5.85 0.177098 -0.0672035
5.852 0.204249 -0.0668493
5.854 0.23117 -0.0664408
5.856 0.257831 -0.0659785
5.858 0.284207 -0.0654628
5.86 0.310272 -0.0648944
5.862 0.335999 -0.0642738
5.864 0.361365 -0.0636018
5.866 0.386344 -0.0628791
5.868 0.410915 -0.0621064
5.87 0.435055 -0.0612846
5.872 0.458743 -0.0604145
5.874 0.481958 -0.059497
5.876 0.504681 -0.0585331
5.878 0.526894 -0.0575237
5.88 0.548579 -0.0564699
5.882 0.569721 -0.0553728
5.884 0.590304 -0.0542333
5.886 0.610314 -0.0530527
5.888 0.629737 -0.0518321
5.89 0.648563 -0.0505726
5.892 0.66678 -0.0492755
5.894 0.684378 -0.0479419
5.896 0.701349 -0.0465732
5.898 0.717685 -0.0451705
5.9 0.733379 -0.0437351
5.902 0.748426 -0.0422683
5.904 0.76282 -0.0407715
5.906 0.776559 -0.0392459
5.908 0.78964 -0.0376927
5.91 0.80206 -0.0361135
5.912 0.81382 -0.0345093
5.914 0.824919 -0.0328817
5.916 0.835357 -0.0312319
5.918 0.845138 -0.0295611
5.92 0.854262 -0.0278709
5.922 0.862734 -0.0261623
5.924 0.870558 -0.0244369
5.926 0.877737 -0.0226958
5.928 0.884277 -0.0209403
5.93 0.890185 -0.0191717
5.932 0.895466 -0.0173914
5.934 0.900127 -0.0156004
5.936 0.904176 -0.0138002
5.938 0.907622 -0.0119918
5.94 0.910471 -0.0101766
5.942 0.912733 -0.00835564
5.944 0.914418 -0.00653017
5.946 0.915533 -0.00470134
5.948 0.916091 -0.00287027
5.95 0.916099 -0.00103809
5.952 0.915568 0.000794111
5.954 0.91451 0.00262525
5.956 0.912934 0.00445427
5.958 0.910851 0.00628014
5.96 0.908272 0.00810184
5.962 0.905209 0.00991838
5.964 0.901671 0.0117288
5.966 0.89767 0.0135321
5.968 0.893218 0.0153275
5.97 0.888325 0.0171139
5.972 0.883003 0.0188906
5.974 0.877261 0.0206566
5.976 0.871113 0.0224111
5.978 0.864568 0.0241533
5.98 0.857637 0.0258825
5.982 0.850331 0.0275977
5.984 0.842661 0.0292984
5.986 0.834638 0.0309837
5.988 0.826271 0.032653
5.99 0.817571 0.0343055
5.992 0.808548 0.0359407
5.994 0.799212 0.0375578
5.996 0.789574 0.0391562
5.998 0.779642 0.0407353
6 0.769426 0.0422946
6.002 0.758935 0.0438335
6.004 0.748179 0.0453513
6.006 0.737166 0.0468477
6.008 0.725906 0.048322
6.01 0.714406 0.0497739
6.012 0.702676 0.0512027
6.014 0.690722 0.052608
6.016 0.678554 0.0539895
6.018 0.66618 0.0553466
6.02 0.653605 0.0566789
6.022 0.640839 0.0579861
6.024 0.627889 0.0592678
6.026 0.61476 0.0605236
6.028 0.601461 0.0617531
6.03 0.587998 0.062956
6.032 0.574378 0.064132
6.034 0.560606 0.0652808
6.036 0.546689 0.066402
6.038 0.532634 0.0674954
6.04 0.518445 0.0685607
6.042 0.504128 0.0695975
6.044 0.48969 0.0706058
6.046 0.475135 0.0715852
6.048 0.460469 0.0725354
6.05 0.445696 0.0734564
6.052 0.430822 0.0743478
6.054 0.415851 0.0752094
6.056 0.400789 0.0760411
6.058 0.385639 0.0768427
6.06 0.370407 0.077614
6.062 0.355095 0.0783548
6.064 0.33971 0.079065
6.066 0.324254 0.0797444
6.068 0.308732 0.0803929
6.07 0.293148 0.0810104
6.072 0.277506 0.0815967
6.074 0.261808 0.0821517
6.076 0.24606 0.0826753
6.078 0.230264 0.0831674
6.08 0.214424 0.0836279
6.082 0.198544 0.0840568
6.084 0.182626 0.0844539
6.086 0.166675 0.0848191
6.088 0.150693 0.0851525
6.09 0.134684 0.0854539
6.092 0.11865 0.0857232
6.094 0.102596 0.0859605
6.096 0.0865241 0.0861657
6.098 0.0704373 0.0863388
6.1 0.0543388 0.0864797
6.102 0.0382318 0.0865883
6.104 0.0221191 0.0866648
6.106 0.00600395 0.086709
6.108 -0.0101108 0.086721
6.11 -0.026222 0.0867008
6.112 -0.0423266 0.0866484
6.114 -0.0584217 0.0865637
6.116 -0.0745042 0.0864469
6.118 -0.0905709 0.0862979
6.12 -0.106619 0.0861167
6.122 -0.122645 0.0859035
6.124 -0.138646 0.0856582
6.126 -0.154618 0.0853809
6.128 -0.17056 0.0850717
6.13 -0.186466 0.0847306
6.132 -0.202334 0.0843576
6.134 -0.218161 0.083953
6.136 -0.233942 0.0835166
6.138 -0.249675 0.0830487
6.14 -0.265356 0.0825494
6.142 -0.280981 0.0820187
6.144 -0.296547 0.0814567
6.146 -0.312049 0.0808636
6.148 -0.327484 0.0802395
6.15 -0.342848 0.0795846
6.152 -0.358136 0.0788989
6.154 -0.373344 0.0781826
6.156 -0.388469 0.0774359
6.158 -0.403505 0.076659
6.16 -0.418448 0.075852
6.162 -0.433293 0.0750151
6.164 -0.448036 0.0741485
6.166 -0.462671 0.0732524
6.168 -0.477193 0.0723271
6.17 -0.491598 0.0713727
6.172 -0.50588 0.0703895
6.174 -0.520033 0.0693777
6.176 -0.534051 0.0683377
6.178 -0.54793 0.0672696
6.18 -0.561662 0.0661737
6.182 -0.575242 0.0650504
6.184 -0.588663 0.0638999
6.186 -0.601919 0.0627226
6.188 -0.615003 0.0615187
6.19 -0.627908 0.0602887
6.192 -0.640628 0.0590329
6.194 -0.653155 0.0577516
6.196 -0.665482 0.0564453
6.198 -0.677601 0.0551144
6.2 -0.689505 0.0537592
6.202 -0.701185 0.0523802
6.204 -0.712633 0.0509778
6.206 -0.723842 0.0495525
6.208 -0.734802 0.0481048
6.21 -0.745506 0.0466352
6.212 -0.755943 0.0451442
6.214 -0.766106 0.0436323
6.216 -0.775985 0.0421001
6.218 -0.785571 0.0405482
6.22 -0.794854 0.038977
6.222 -0.803825 0.0373873
6.224 -0.812473 0.0357797
6.226 -0.82079 0.0341547
6.228 -0.828764 0.0325131
6.23 -0.836386 0.0308556
6.232 -0.843646 0.0291828
6.234 -0.850533 0.0274955
6.236 -0.857036 0.0257945
6.238 -0.863145 0.0240804
6.24 -0.86885 0.0223541
6.242 -0.874139 0.0206164
6.244 -0.879003 0.0188681
6.246 -0.88343 0.0171101
6.248 -0.887409 0.0153433
6.25 -0.890931 0.0135684
6.252 -0.893984 0.0117866
6.254 -0.896558 0.00999861
6.256 -0.898643 0.0082055
6.258 -0.900228 0.00640821
6.26 -0.901303 0.00460775
6.262 -0.901857 0.00280515
6.264 -0.901882 0.00100143
6.266 -0.901368 -0.00080233
6.268 -0.900305 -0.00260507
6.27 -0.898684 -0.00440568
6.272 -0.896496 -0.00620304
6.274 -0.893734 -0.00799604
6.276 -0.890389 -0.0097835
6.278 -0.886453 -0.0115643
6.28 -0.881919 -0.0133372
6.282 -0.876781 -0.015101
6.284 -0.871033 -0.0168546
6.286 -0.864668 -0.0185967
6.288 -0.857682 -0.020326
6.29 -0.850071 -0.0220414
6.292 -0.84183 -0.0237415
6.294 -0.832957 -0.0254252
6.296 -0.823448 -0.0270911
6.298 -0.813303 -0.028738
6.3 -0.802521 -0.0303646
6.302 -0.7911 -0.0319696
6.304 -0.779043 -0.0335518
6.306 -0.766351 -0.0351099
6.308 -0.753026 -0.0366426
6.31 -0.739071 -0.0381487
6.312 -0.724492 -0.0396268
6.314 -0.709292 -0.0410758
6.316 -0.693479 -0.0424944
6.318 -0.677059 -0.0438813
6.32 -0.660041 -0.0452354
6.322 -0.642434 -0.0465555
6.324 -0.624248 -0.0478404
6.326 -0.605494 -0.0490889
6.328 -0.586185 -0.0502999
6.33 -0.566333 -0.0514722
6.332 -0.545953 -0.0526049
6.334 -0.52506 -0.0536968
6.336 -0.503671 -0.0547469
6.338 -0.481802 -0.0557543
6.34 -0.459471 -0.0567179
6.342 -0.436697 -0.0576368
6.344 -0.413501 -0.0585102
6.346 -0.389903 -0.0593372
6.348 -0.365924 -0.060117
6.35 -0.341587 -0.0608489
6.352 -0.316915 -0.061532
6.354 -0.291933 -0.0621659
6.356 -0.266663 -0.0627497
6.358 -0.241132 -0.0632831
6.36 -0.215364 -0.0637653
6.362 -0.189387 -0.0641961
6.364 -0.163227 -0.0645748
6.366 -0.136911 -0.0649013
6.368 -0.110465 -0.0651751
6.37 -0.0839186 -0.065396
6.372 -0.0572986 -0.0655639
6.374 -0.030633 -0.0656785
6.376 -0.00395009 -0.0657397
6.378 0.0227222 -0.0657476
6.38 0.0493557 -0.0657022
6.382 0.0759225 -0.0656035
6.384 0.102395 -0.0654516
6.386 0.128745 -0.0652469
6.388 0.154946 -0.0649894
6.39 0.180971 -0.0646795
6.392 0.206794 -0.0643175
6.394 0.232387 -0.0639039
6.396 0.257726 -0.0634392
6.398 0.282786 -0.0629237
6.4 0.307543 -0.0623581
6.402 0.331972 -0.0617431
6.404 0.356052 -0.0610791
6.406 0.379759 -0.060367
6.408 0.403072 -0.0596075
6.41 0.425971 -0.0588013
6.412 0.448436 -0.0579494
6.414 0.470448 -0.0570525
6.416 0.491989 -0.0561116
6.418 0.513042 -0.0551277
6.42 0.533592 -0.0541016
6.422 0.553623 -0.0530344
6.424 0.57312 -0.0519271
6.426 0.592072 -0.0507809
6.428 0.610466 -0.0495968
6.43 0.62829 -0.0483758
6.432 0.645535 -0.0471193
6.434 0.662191 -0.0458282
6.436 0.678251 -0.0445038
6.438 0.693707 -0.0431473
6.44 0.708553 -0.0417599
6.442 0.722783 -0.0403428
6.444 0.736394 -0.0388972
6.446 0.749381 -0.0374244
6.448 0.761743 -0.0359257
6.45 0.773478 -0.0344022
6.452 0.784584 -0.0328552
6.454 0.795062 -0.0312861
6.456 0.804913 -0.0296959
6.458 0.814137 -0.0280861
6.46 0.822737 -0.0264578
6.462 0.830717 -0.0248124
6.464 0.838079 -0.0231509
6.466 0.844829 -0.0214748
6.468 0.850969 -0.0197851
6.47 0.856507 -0.0180832
6.472 0.861448 -0.0163702
6.474 0.865798 -0.0146473
6.476 0.869564 -0.0129157
6.478 0.872754 -0.0111765
6.48 0.875375 -0.00943102
6.482 0.877435 -0.00768027
6.484 0.878943 -0.0059254
6.486 0.879908 -0.00416752
6.488 0.880338 -0.0024077
6.49 0.880242 -0.000647024
6.492 0.879631 0.00111346
6.494 0.878514 0.00287272
6.496 0.8769 0.00462975
6.498 0.8748 0.00638355
6.5 0.872224 0.00813315
6.502 0.869182 0.0098776
6.504 0.865685 0.011616
6.506 0.861742 0.0133473
6.508 0.857364 0.0150708
6.51 0.852562 0.0167855
6.512 0.847345 0.0184907
6.514 0.841725 0.0201854
6.516 0.835712 0.0218688
6.518 0.829315 0.0235402
6.52 0.822546 0.0251989
6.522 0.815413 0.026844
6.524 0.807928 0.0284748
6.526 0.800101 0.0300906
6.528 0.79194 0.0316908
6.53 0.783457 0.0332747
6.532 0.774659 0.0348416
6.534 0.765558 0.036391
6.536 0.756162 0.0379221
6.538 0.74648 0.0394344
6.54 0.736522 0.0409273
6.542 0.726295 0.0424004
6.544 0.71581 0.043853
6.546 0.705074 0.0452846
6.548 0.694096 0.0466948
6.55 0.682885 0.0480829
6.552 0.671447 0.0494487
6.554 0.659791 0.0507916
6.556 0.647924 0.0521112
6.558 0.635855 0.053407
6.56 0.62359 0.0546787
6.562 0.611137 0.0559259
6.564 0.598502 0.0571482
6.566 0.585692 0.0583452
6.568 0.572715 0.0595166
6.57 0.559576 0.060662
6.572 0.546282 0.0617812
6.574 0.532839 0.0628737
6.576 0.519253 0.0639394
6.578 0.505529 0.0649779
6.58 0.491675 0.065989
6.582 0.477694 0.0669723
6.584 0.463593 0.0679277
6.586 0.449377 0.0688549
6.588 0.435051 0.0697537
6.59 0.42062 0.0706238
6.592 0.406089 0.071465
6.594 0.391462 0.0722772
6.596 0.376745 0.0730601
6.598 0.361942 0.0738136
6.6 0.347057 0.0745375
6.602 0.332094 0.0752316
6.604 0.317059 0.0758958
6.606 0.301954 0.0765299
6.608 0.286784 0.0771338
6.61 0.271554 0.0777074
6.612 0.256266 0.0782505
6.614 0.240924 0.078763
6.616 0.225533 0.0792449
6.618 0.210096 0.0796959
6.62 0.194616 0.0801161
6.622 0.179097 0.0805053
6.624 0.163543 0.0808635
6.626 0.147957 0.0811906
6.628 0.132342 0.0814865
6.63 0.116701 0.0817512
6.632 0.101039 0.0819846
6.634 0.0853571 0.0821867
6.636 0.0696601 0.0823574
6.638 0.0539507 0.0824967
6.64 0.0382321 0.0826046
6.642 0.0225074 0.0826811
6.644 0.00677991 0.0827261
6.646 -0.00894728 0.0827397
6.648 -0.024671 0.0827218
6.65 -0.040388 0.0826724
6.652 -0.0560952 0.0825917
6.654 -0.0717894 0.0824795
6.656 -0.0874673 0.0823359
6.658 -0.103126 0.082161
6.66 -0.118762 0.0819547
6.662 -0.134371 0.0817172
6.664 -0.149952 0.0814484
6.666 -0.165499 0.0811485
6.668 -0.181011 0.0808175
6.67 -0.196482 0.0804555
6.672 -0.211911 0.0800626
6.674 -0.227293 0.0796387
6.676 -0.242624 0.0791841
6.678 -0.257902 0.0786989
6.68 -0.273121 0.0781831
6.682 -0.288279 0.0776369
6.684 -0.303372 0.0770603
6.686 -0.318394 0.0764536
6.688 -0.333343 0.0758168
6.69 -0.348213 0.0751501
6.692 -0.363002 0.0744537
6.694 -0.377703 0.0737276
6.696 -0.392313 0.0729722
6.698 -0.406827 0.0721876
6.7 -0.421241 0.071374
6.702 -0.435549 0.0705315
6.704 -0.449746 0.0696604
6.706 -0.463828 0.0687609
6.708 -0.477789 0.0678332
6.71 -0.491623 0.0668777
6.712 -0.505325 0.0658944
6.714 -0.51889 0.0648838
6.716 -0.532312 0.063846
6.718 -0.545583 0.0627814
6.72 -0.5587 0.0616902
6.722 -0.571655 0.0605728
6.724 -0.584441 0.0594295
6.726 -0.597052 0.0582606
6.728 -0.609482 0.0570665
6.73 -0.621724 0.0558475
6.732 -0.63377 0.0546041
6.734 -0.645612 0.0533365
6.736 -0.657245 0.0520453
6.738 -0.66866 0.0507308
6.74 -0.679849 0.0493935
6.742 -0.690804 0.0480338
6.744 -0.701518 0.0466522
6.746 -0.711982 0.0452492
6.748 -0.722188 0.0438252
6.75 -0.732127 0.0423808
6.752 -0.74179 0.0409166
6.754 -0.75117 0.039433
6.756 -0.760255 0.0379307
6.758 -0.769039 0.0364101
6.76 -0.777511 0.0348721
6.762 -0.785661 0.033317
6.764 -0.793482 0.0317457
6.766 -0.800962 0.0301588
6.768 -0.808092 0.0285568
6.77 -0.814862 0.0269406
6.772 -0.821264 0.0253109
6.774 -0.827285 0.0236684
6.776 -0.832918 0.0220138
6.778 -0.838151 0.020348
6.78 -0.842975 0.0186717
6.782 -0.84738 0.0169857
6.784 -0.851355 0.015291
6.786 -0.854891 0.0135883
6.788 -0.857978 0.0118785
6.79 -0.860605 0.0101625
6.792 -0.862765 0.00844132
6.794 -0.864445 0.00671579
6.796 -0.865638 0.0049869
6.798 -0.866334 0.00325563
6.8 -0.866523 0.00152296
6.802 -0.866197 -0.000210087
6.804 -0.865347 -0.00194248
6.806 -0.863965 -0.00367318
6.808 -0.862043 -0.00540111
